2025-06-30 (11:48:44) -->  PaksDatabase initialized
2025-06-30 (11:49:20) -->  PaksDatabase SELECT id FROM crime_check_times where print_status is NULL and crime_id =11 and (date(start_time)=CURRENT_DATE() or date(end_time)=CURRENT_DATE()) and deleted_at is NULL executed
2025-06-30 (11:49:20) -->  PaksDatabase Db Connection Closed..
2025-06-30 (11:58:50) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (11:58:50) -->  Skipped fp_module control due to the lock
2025-06-30 (12:08:53) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (12:08:53) -->  Skipped fp_module control due to the lock
2025-06-30 (12:18:55) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (12:18:55) -->  Skipped fp_module control due to the lock
2025-06-30 (12:28:58) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (12:28:58) -->  Skipped fp_module control due to the lock
2025-06-30 (12:39:00) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (12:39:00) -->  Skipped fp_module control due to the lock
2025-06-30 (12:48:49) -->  PaksDatabase Db Connected
2025-06-30 (12:48:49) -->  PaksDatabase SELECT id FROM people WHERE deleted_at is null executed
2025-06-30 (12:48:49) -->  PaksDatabase SELECT id FROM people WHERE deleted_at is null executed
2025-06-30 (12:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (12:48:49) -->  PaksDatabase Db Connected
2025-06-30 (12:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '1' and status = 1 executed
2025-06-30 (12:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '1' and status = 1 executed
2025-06-30 (12:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (12:48:49) -->  PaksDatabase Db Connected
2025-06-30 (12:48:49) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 11 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (12:48:49) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 11 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (12:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (12:48:49) -->  PaksDatabase Db Connected
2025-06-30 (12:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '2' and status = 1 executed
2025-06-30 (12:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '2' and status = 1 executed
2025-06-30 (12:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (12:48:49) -->  PaksDatabase Db Connected
2025-06-30 (12:48:49) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 12 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (12:48:49) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 12 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (12:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (12:48:49) -->  PaksDatabase Db Connected
2025-06-30 (12:48:49) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 13 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (12:48:49) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 13 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (12:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (12:48:49) -->  PaksDatabase Db Connected
2025-06-30 (12:48:49) -->  PaksDatabase SELECT id FROM people WHERE deleted_at is null executed
2025-06-30 (12:48:49) -->  PaksDatabase SELECT id FROM people WHERE deleted_at is null executed
2025-06-30 (12:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (12:48:49) -->  PaksDatabase Db Connected
2025-06-30 (12:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '1' and status = 0 executed
2025-06-30 (12:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '1' and status = 0 executed
2025-06-30 (12:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (12:48:49) -->  PaksDatabase Db Connected
2025-06-30 (12:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '2' and status = 0 executed
2025-06-30 (12:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '2' and status = 0 executed
2025-06-30 (12:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (12:49:02) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (12:49:02) -->  Skipped fp_module control due to the lock
2025-06-30 (12:59:05) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (12:59:05) -->  Skipped fp_module control due to the lock
2025-06-30 (13:09:07) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (13:09:07) -->  Skipped fp_module control due to the lock
2025-06-30 (13:19:10) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (13:19:10) -->  Skipped fp_module control due to the lock
2025-06-30 (13:29:12) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (13:29:12) -->  Skipped fp_module control due to the lock
2025-06-30 (13:39:14) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (13:39:14) -->  Skipped fp_module control due to the lock
2025-06-30 (13:48:49) -->  PaksDatabase Db Connected
2025-06-30 (13:48:49) -->  PaksDatabase SELECT id FROM people WHERE deleted_at is null executed
2025-06-30 (13:48:49) -->  PaksDatabase SELECT id FROM people WHERE deleted_at is null executed
2025-06-30 (13:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (13:48:49) -->  PaksDatabase Db Connected
2025-06-30 (13:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '1' and status = 1 executed
2025-06-30 (13:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '1' and status = 1 executed
2025-06-30 (13:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (13:48:49) -->  PaksDatabase Db Connected
2025-06-30 (13:48:49) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 11 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (13:48:49) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 11 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (13:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (13:48:49) -->  PaksDatabase Db Connected
2025-06-30 (13:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '2' and status = 1 executed
2025-06-30 (13:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '2' and status = 1 executed
2025-06-30 (13:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (13:48:49) -->  PaksDatabase Db Connected
2025-06-30 (13:48:49) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 12 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (13:48:49) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 12 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (13:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (13:48:49) -->  PaksDatabase Db Connected
2025-06-30 (13:48:49) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 13 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (13:48:49) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 13 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (13:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (13:48:49) -->  PaksDatabase Db Connected
2025-06-30 (13:48:49) -->  PaksDatabase SELECT id FROM people WHERE deleted_at is null executed
2025-06-30 (13:48:49) -->  PaksDatabase SELECT id FROM people WHERE deleted_at is null executed
2025-06-30 (13:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (13:48:49) -->  PaksDatabase Db Connected
2025-06-30 (13:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '1' and status = 0 executed
2025-06-30 (13:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '1' and status = 0 executed
2025-06-30 (13:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (13:48:49) -->  PaksDatabase Db Connected
2025-06-30 (13:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '2' and status = 0 executed
2025-06-30 (13:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '2' and status = 0 executed
2025-06-30 (13:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (13:49:17) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (13:49:17) -->  Skipped fp_module control due to the lock
2025-06-30 (13:59:19) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (13:59:19) -->  Skipped fp_module control due to the lock
2025-06-30 (14:09:21) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (14:09:21) -->  Skipped fp_module control due to the lock
2025-06-30 (14:19:24) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (14:19:24) -->  Skipped fp_module control due to the lock
2025-06-30 (14:29:26) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (14:29:26) -->  Skipped fp_module control due to the lock
2025-06-30 (14:39:29) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (14:39:29) -->  Skipped fp_module control due to the lock
2025-06-30 (14:48:49) -->  PaksDatabase Db Connected
2025-06-30 (14:48:49) -->  PaksDatabase SELECT id FROM people WHERE deleted_at is null executed
2025-06-30 (14:48:49) -->  PaksDatabase SELECT id FROM people WHERE deleted_at is null executed
2025-06-30 (14:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (14:48:49) -->  PaksDatabase Db Connected
2025-06-30 (14:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '1' and status = 1 executed
2025-06-30 (14:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '1' and status = 1 executed
2025-06-30 (14:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (14:48:49) -->  PaksDatabase Db Connected
2025-06-30 (14:48:49) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 11 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (14:48:49) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 11 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (14:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (14:48:49) -->  PaksDatabase Db Connected
2025-06-30 (14:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '2' and status = 1 executed
2025-06-30 (14:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '2' and status = 1 executed
2025-06-30 (14:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (14:48:49) -->  PaksDatabase Db Connected
2025-06-30 (14:48:49) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 12 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (14:48:49) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 12 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (14:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (14:48:49) -->  PaksDatabase Db Connected
2025-06-30 (14:48:49) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 13 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (14:48:49) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 13 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (14:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (14:48:49) -->  PaksDatabase Db Connected
2025-06-30 (14:48:49) -->  PaksDatabase SELECT id FROM people WHERE deleted_at is null executed
2025-06-30 (14:48:49) -->  PaksDatabase SELECT id FROM people WHERE deleted_at is null executed
2025-06-30 (14:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (14:48:49) -->  PaksDatabase Db Connected
2025-06-30 (14:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '1' and status = 0 executed
2025-06-30 (14:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '1' and status = 0 executed
2025-06-30 (14:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (14:48:49) -->  PaksDatabase Db Connected
2025-06-30 (14:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '2' and status = 0 executed
2025-06-30 (14:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '2' and status = 0 executed
2025-06-30 (14:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (14:49:31) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (14:49:31) -->  Skipped fp_module control due to the lock
2025-06-30 (14:59:33) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (14:59:33) -->  Skipped fp_module control due to the lock
2025-06-30 (15:09:36) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (15:09:36) -->  Skipped fp_module control due to the lock
2025-06-30 (15:19:38) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (15:19:38) -->  Skipped fp_module control due to the lock
2025-06-30 (15:29:40) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (15:29:40) -->  Skipped fp_module control due to the lock
2025-06-30 (15:39:43) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (15:39:43) -->  Skipped fp_module control due to the lock
2025-06-30 (15:48:49) -->  PaksDatabase Db Connected
2025-06-30 (15:48:49) -->  PaksDatabase SELECT id FROM people WHERE deleted_at is null executed
2025-06-30 (15:48:49) -->  PaksDatabase SELECT id FROM people WHERE deleted_at is null executed
2025-06-30 (15:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (15:48:49) -->  PaksDatabase Db Connected
2025-06-30 (15:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '1' and status = 1 executed
2025-06-30 (15:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '1' and status = 1 executed
2025-06-30 (15:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (15:48:49) -->  PaksDatabase Db Connected
2025-06-30 (15:48:49) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 11 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (15:48:49) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 11 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (15:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (15:48:49) -->  PaksDatabase Db Connected
2025-06-30 (15:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '2' and status = 1 executed
2025-06-30 (15:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '2' and status = 1 executed
2025-06-30 (15:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (15:48:49) -->  PaksDatabase Db Connected
2025-06-30 (15:48:49) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 12 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (15:48:49) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 12 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (15:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (15:48:49) -->  PaksDatabase Db Connected
2025-06-30 (15:48:49) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 13 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (15:48:49) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 13 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (15:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (15:48:49) -->  PaksDatabase Db Connected
2025-06-30 (15:48:49) -->  PaksDatabase SELECT id FROM people WHERE deleted_at is null executed
2025-06-30 (15:48:49) -->  PaksDatabase SELECT id FROM people WHERE deleted_at is null executed
2025-06-30 (15:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (15:48:49) -->  PaksDatabase Db Connected
2025-06-30 (15:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '1' and status = 0 executed
2025-06-30 (15:48:49) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '1' and status = 0 executed
2025-06-30 (15:48:49) -->  PaksDatabase Db Connection Closed..
2025-06-30 (15:48:49) -->  PaksDatabase Db Connected
2025-06-30 (15:48:50) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '2' and status = 0 executed
2025-06-30 (15:48:50) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '2' and status = 0 executed
2025-06-30 (15:48:50) -->  PaksDatabase Db Connection Closed..
2025-06-30 (15:49:45) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (15:49:45) -->  Skipped fp_module control due to the lock
2025-06-30 (15:59:48) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (15:59:48) -->  Skipped fp_module control due to the lock
2025-06-30 (16:09:50) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (16:09:50) -->  Skipped fp_module control due to the lock
2025-06-30 (16:19:52) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (16:19:52) -->  Skipped fp_module control due to the lock
2025-06-30 (16:29:55) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (16:29:55) -->  Skipped fp_module control due to the lock
2025-06-30 (16:39:57) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (16:39:57) -->  Skipped fp_module control due to the lock
2025-06-30 (16:48:50) -->  PaksDatabase Db Connected
2025-06-30 (16:48:50) -->  PaksDatabase SELECT id FROM people WHERE deleted_at is null executed
2025-06-30 (16:48:50) -->  PaksDatabase SELECT id FROM people WHERE deleted_at is null executed
2025-06-30 (16:48:50) -->  PaksDatabase Db Connection Closed..
2025-06-30 (16:48:50) -->  PaksDatabase Db Connected
2025-06-30 (16:48:50) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '1' and status = 1 executed
2025-06-30 (16:48:50) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '1' and status = 1 executed
2025-06-30 (16:48:50) -->  PaksDatabase Db Connection Closed..
2025-06-30 (16:48:50) -->  PaksDatabase Db Connected
2025-06-30 (16:48:50) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 11 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (16:48:50) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 11 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (16:48:50) -->  PaksDatabase Db Connection Closed..
2025-06-30 (16:48:50) -->  PaksDatabase Db Connected
2025-06-30 (16:48:50) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '2' and status = 1 executed
2025-06-30 (16:48:50) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '2' and status = 1 executed
2025-06-30 (16:48:50) -->  PaksDatabase Db Connection Closed..
2025-06-30 (16:48:50) -->  PaksDatabase Db Connected
2025-06-30 (16:48:50) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 12 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (16:48:50) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 12 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (16:48:50) -->  PaksDatabase Db Connection Closed..
2025-06-30 (16:48:50) -->  PaksDatabase Db Connected
2025-06-30 (16:48:50) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 13 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (16:48:50) -->  PaksDatabase SELECT id FROM crime_check_times where deleted_at is null and crime_id = 13 and print_status is null and date(end_time) < CURRENT_DATE() LIMIT 1 executed
2025-06-30 (16:48:50) -->  PaksDatabase Db Connection Closed..
2025-06-30 (16:48:50) -->  PaksDatabase Db Connected
2025-06-30 (16:48:50) -->  PaksDatabase SELECT id FROM people WHERE deleted_at is null executed
2025-06-30 (16:48:50) -->  PaksDatabase SELECT id FROM people WHERE deleted_at is null executed
2025-06-30 (16:48:50) -->  PaksDatabase Db Connection Closed..
2025-06-30 (16:48:50) -->  PaksDatabase Db Connected
2025-06-30 (16:48:50) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '1' and status = 0 executed
2025-06-30 (16:48:50) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '1' and status = 0 executed
2025-06-30 (16:48:50) -->  PaksDatabase Db Connection Closed..
2025-06-30 (16:48:50) -->  PaksDatabase Db Connected
2025-06-30 (16:48:50) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '2' and status = 0 executed
2025-06-30 (16:48:50) -->  PaksDatabase SELECT id FROM crimes where deleted_at is null and person_id = '2' and status = 0 executed
2025-06-30 (16:48:50) -->  PaksDatabase Db Connection Closed..
2025-06-30 (16:49:59) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (16:49:59) -->  Skipped fp_module control due to the lock
2025-06-30 (17:00:02) -->  Check fingerprint module exception: is_device_open() missing 1 required positional argument: 'dev'
2025-06-30 (17:00:02) -->  Skipped fp_module control due to the lock
