2025-08-25 (19:21:33) -->  PaksDatabase initialized
2025-08-25 (19:36:00) -->  PaksDatabase initialized
2025-08-25 (19:36:06) -->  PaksDatabase initialized
2025-08-25 (19:36:06) -->  PaksDatabase initialized
2025-08-25 (19:40:53) -->  PaksDatabase Db Connected
2025-08-25 (19:40:53) -->  PaksDatabase SELECT * FROM people where tc_no=29198060634 and deleted_at is null executed
2025-08-25 (19:40:53) -->  PaksDatabase SELECT * FROM people where tc_no=29198060634 and deleted_at is null executed
2025-08-25 (19:40:53) -->  PaksDatabase Db Connection Closed..
2025-08-25 (19:40:53) -->  PaksDatabase Db Connected
2025-08-25 (19:40:53) -->  PaksDatabase SELECT * FROM finger_prints where person_id= 2 and info is not null executed
2025-08-25 (19:40:53) -->  PaksDatabase SELECT * FROM finger_prints where person_id= 2 and info is not null executed
2025-08-25 (19:40:53) -->  PaksDatabase Db Connection Closed..
2025-08-25 (19:40:54) -->  PaksDatabase Db Connected
2025-08-25 (19:40:54) -->  PaksDatabase SELECT * FROM people where tc_no=29198060634 and deleted_at is null executed
2025-08-25 (19:40:54) -->  PaksDatabase SELECT * FROM people where tc_no=29198060634 and deleted_at is null executed
2025-08-25 (19:40:54) -->  PaksDatabase Db Connection Closed..
2025-08-25 (19:40:54) -->  PaksDatabase Db Connected
2025-08-25 (19:40:54) -->  PaksDatabase SELECT * FROM finger_prints where person_id= 2 and info is not null executed
2025-08-25 (19:40:54) -->  PaksDatabase SELECT * FROM finger_prints where person_id= 2 and info is not null executed
2025-08-25 (19:40:54) -->  PaksDatabase Db Connection Closed..
2025-08-25 (19:40:55) -->  PaksDatabase Db Connected
2025-08-25 (19:40:55) -->  PaksDatabase SELECT * FROM people where tc_no=29198060634 and deleted_at is null executed
2025-08-25 (19:40:55) -->  PaksDatabase SELECT * FROM people where tc_no=29198060634 and deleted_at is null executed
2025-08-25 (19:40:55) -->  PaksDatabase Db Connection Closed..
2025-08-25 (19:40:55) -->  PaksDatabase Db Connected
2025-08-25 (19:40:55) -->  PaksDatabase SELECT * FROM finger_prints where person_id= 2 and info is not null executed
2025-08-25 (19:40:55) -->  PaksDatabase SELECT * FROM finger_prints where person_id= 2 and info is not null executed
2025-08-25 (19:40:55) -->  PaksDatabase Db Connection Closed..
2025-08-25 (19:41:15) -->  Fingerprint Scan Error
2025-08-25 (19:41:36) -->  Fingerprint Scan Error
2025-08-25 (19:41:46) -->  PaksDatabase Db Connected
2025-08-25 (19:41:46) -->  PaksDatabase SELECT * FROM crimes where person_id=2 and status=1 and deleted_at is null executed
2025-08-25 (19:41:46) -->  PaksDatabase SELECT * FROM crimes where person_id=2 and status=1 and deleted_at is null executed
2025-08-25 (19:41:46) -->  PaksDatabase Db Connection Closed..
2025-08-25 (19:42:09) -->  Fingerprint Scan Error
2025-08-25 (19:42:30) -->  Fingerprint Scan Error
2025-08-25 (19:42:38) -->  PaksDatabase Db Connected
2025-08-25 (19:42:38) -->  PaksDatabase SELECT * FROM people where tc_no=29198060634 and deleted_at is null executed
2025-08-25 (19:42:38) -->  PaksDatabase SELECT * FROM people where tc_no=29198060634 and deleted_at is null executed
2025-08-25 (19:42:38) -->  PaksDatabase Db Connection Closed..
2025-08-25 (19:42:38) -->  PaksDatabase Db Connected
2025-08-25 (19:42:38) -->  PaksDatabase SELECT * FROM finger_prints where person_id= 2 and info is not null executed
2025-08-25 (19:42:38) -->  PaksDatabase SELECT * FROM finger_prints where person_id= 2 and info is not null executed
2025-08-25 (19:42:38) -->  PaksDatabase Db Connection Closed..
2025-08-25 (19:42:51) -->  Fingerprint Scan Error
2025-08-25 (19:42:51) -->  PaksDatabase Db Connected
2025-08-25 (19:42:51) -->  PaksDatabase SELECT * FROM crimes where person_id=2 and status=1 and deleted_at is null executed
2025-08-25 (19:42:51) -->  PaksDatabase SELECT * FROM crimes where person_id=2 and status=1 and deleted_at is null executed
2025-08-25 (19:42:51) -->  PaksDatabase Db Connection Closed..
2025-08-25 (19:43:46) -->  PaksDatabase initialized
2025-08-25 (19:43:47) -->  PaksDatabase initialized
2025-08-25 (19:44:10) -->  PaksDatabase Db Connected
2025-08-25 (19:44:10) -->  PaksDatabase SELECT * FROM people where tc_no=29198060634 and deleted_at is null executed
2025-08-25 (19:44:10) -->  PaksDatabase SELECT * FROM people where tc_no=29198060634 and deleted_at is null executed
2025-08-25 (19:44:10) -->  PaksDatabase Db Connection Closed..
2025-08-25 (19:44:10) -->  PaksDatabase Db Connected
2025-08-25 (19:44:10) -->  PaksDatabase SELECT * FROM finger_prints where person_id= 2 and info is not null executed
2025-08-25 (19:44:10) -->  PaksDatabase SELECT * FROM finger_prints where person_id= 2 and info is not null executed
2025-08-25 (19:44:10) -->  PaksDatabase Db Connection Closed..
2025-08-25 (19:44:30) -->  PaksDatabase Db Connected
2025-08-25 (19:44:30) -->  PaksDatabase SELECT * FROM crimes where person_id=2 and status=1 and deleted_at is null executed
2025-08-25 (19:44:30) -->  PaksDatabase SELECT * FROM crimes where person_id=2 and status=1 and deleted_at is null executed
2025-08-25 (19:44:30) -->  PaksDatabase Db Connection Closed..
2025-08-25 (19:44:55) -->  PaksDatabase Db Connected
2025-08-25 (19:44:55) -->  PaksDatabase SELECT * FROM people where tc_no=29198060634 and deleted_at is null executed
2025-08-25 (19:44:55) -->  PaksDatabase SELECT * FROM people where tc_no=29198060634 and deleted_at is null executed
2025-08-25 (19:44:55) -->  PaksDatabase Db Connection Closed..
2025-08-25 (19:44:55) -->  PaksDatabase Db Connected
2025-08-25 (19:44:55) -->  PaksDatabase SELECT * FROM finger_prints where person_id= 2 and info is not null executed
2025-08-25 (19:44:55) -->  PaksDatabase SELECT * FROM finger_prints where person_id= 2 and info is not null executed
2025-08-25 (19:44:55) -->  PaksDatabase Db Connection Closed..
2025-08-25 (19:45:08) -->  PaksDatabase Db Connected
2025-08-25 (19:45:08) -->  PaksDatabase SELECT * FROM crimes where person_id=2 and status=1 and deleted_at is null executed
2025-08-25 (19:45:08) -->  PaksDatabase SELECT * FROM crimes where person_id=2 and status=1 and deleted_at is null executed
2025-08-25 (19:45:08) -->  PaksDatabase Db Connection Closed..
2025-08-25 (19:45:19) -->  PaksDatabase Db Connected
2025-08-25 (19:45:19) -->  PaksDatabase SELECT person_id FROM black_lists WHERE person_id='2' and deleted_at is null executed
2025-08-25 (19:45:19) -->  PaksDatabase SELECT person_id FROM black_lists WHERE person_id='2' and deleted_at is null executed
2025-08-25 (19:45:19) -->  PaksDatabase Db Connection Closed..
2025-08-25 (19:45:19) -->  PaksDatabase Db Connected
2025-08-25 (19:45:19) -->  PaksDatabase SELECT * FROM crimes where person_id=2 and status=1 and deleted_at is null executed
2025-08-25 (19:45:19) -->  PaksDatabase SELECT * FROM crimes where person_id=2 and status=1 and deleted_at is null executed
2025-08-25 (19:45:19) -->  PaksDatabase Db Connection Closed..
2025-08-25 (19:45:19) -->  PaksDatabase Db Connected
2025-08-25 (19:45:19) -->  PaksDatabase SELECT id FROM crime_check_times where print_status is NULL and crime_id =12 and start_time<=NOW() and end_time>=NOW() and deleted_at is NULL executed
2025-08-25 (19:45:19) -->  PaksDatabase SELECT id FROM crime_check_times where print_status is NULL and crime_id =12 and start_time<=NOW() and end_time>=NOW() and deleted_at is NULL executed
2025-08-25 (19:45:19) -->  PaksDatabase Db Connection Closed..
2025-08-25 (19:45:19) -->  PaksDatabase Db Connected
2025-08-25 (19:45:19) -->  PaksDatabase SELECT id FROM crime_check_times where print_status is NULL and crime_id =13 and start_time<=NOW() and end_time>=NOW() and deleted_at is NULL executed
2025-08-25 (19:45:19) -->  PaksDatabase SELECT id FROM crime_check_times where print_status is NULL and crime_id =13 and start_time<=NOW() and end_time>=NOW() and deleted_at is NULL executed
2025-08-25 (19:45:19) -->  PaksDatabase Db Connection Closed..
2025-08-25 (19:45:19) -->  PaksDatabase Db Connected
2025-08-25 (19:45:19) -->  PaksDatabase SELECT id FROM crime_check_times where print_status is NULL and crime_id =18 and start_time<=NOW() and end_time>=NOW() and deleted_at is NULL executed
2025-08-25 (19:45:19) -->  PaksDatabase SELECT id FROM crime_check_times where print_status is NULL and crime_id =18 and start_time<=NOW() and end_time>=NOW() and deleted_at is NULL executed
